school_year,county_code,county_name,district_code,district_name,absentee_students,total_students,chronically_absent_rate
2022-2023,08,CHAFFEE,0500,Salida R-32,321,1319,0.243
2022-2023,09,CHEYENNE,0510,Kit Carson R-1,11,93,0.118
2022-2023,09,CHEYENNE,0520,Cheyenne County Re-5,22,178,0.124
2022-2023,10,CLEAR CREEK,0540,Clear Creek RE-1,235,644,0.365
2022-2023,11,CONEJOS,0550,North Conejos RE-1J,302,1021,0.296
2022-2023,11,CONEJOS,0560,Sanford 6J,87,376,0.231
2022-2023,11,CONEJOS,0580,South Conejos RE-10,61,161,0.379
2022-2023,12,COSTILLA,0640,Centennial R-1,86,191,0.45
2022-2023,12,COSTILLA,0740,Sierra Grande R-30,96,274,0.35
2022-2023,13,CROWLEY,0770,Crowley County RE-1-J,102,410,0.249
2022-2023,14,CUSTER,0860,Custer County School District C-1,111,352,0.315
2022-2023,15,DELTA,0870,Delta County 50(J),1353,4616,0.293
2022-2023,16,DENVER,0880,Denver County 1,35835,87225,0.411
2022-2023,17,DOLORES,0890,Dolores County RE No.2,68,256,0.266
2022-2023,18,DOUGLAS,0900,Douglas County Re 1,12176,62764,0.194
2022-2023,19,EAGLE,0910,Eagle County RE 50,1993,6550,0.304
2022-2023,20,ELBERT,0920,Elizabeth School District,560,2396,0.234
2022-2023,20,ELBERT,0930,Kiowa C-2,85,287,0.296
2022-2023,20,ELBERT,0940,Big Sandy 100J,46,337,0.136
2022-2023,20,ELBERT,0950,Elbert 200,75,257,0.292
2022-2023,20,ELBERT,0960,Agate 300,12,78,0.154
2022-2023,21,EL PASO,0970,Calhan RJ-1,244,429,0.569
2022-2023,21,EL PASO,0980,Harrison 2,4405,13531,0.326
2022-2023,21,EL PASO,0990,Widefield 3,3226,9898,0.326
2022-2023,21,EL PASO,1000,Fountain 8,2755,8550,0.322
2022-2023,21,EL PASO,1010,Colorado Springs 11,9425,23344,0.404
2022-2023,21,EL PASO,1020,Cheyenne Mountain 12,437,3700,0.118
2022-2023,21,EL PASO,1030,Manitou Springs 14,426,1346,0.316
2022-2023,21,EL PASO,1040,Academy 20,5883,26978,0.218
2022-2023,21,EL PASO,1050,Ellicott 22,280,977,0.287
2022-2023,21,EL PASO,1060,Peyton 23 Jt,118,619,0.191
2022-2023,21,EL PASO,1070,Hanover 28,142,291,0.488
2022-2023,21,EL PASO,1080,Lewis-Palmer 38,1052,6577,0.16
2022-2023,21,EL PASO,1110,District 49,9534,26862,0.355
2022-2023,21,EL PASO,1120,Edison 54 JT,15,96,0.156
2022-2023,21,EL PASO,1130,Miami/Yoder 60 JT,105,358,0.293
2022-2023,22,FREMONT,1140,Canon City RE-1,823,3343,0.246
2022-2023,22,FREMONT,1150,Fremont RE-2,492,1421,0.346
2022-2023,22,FREMONT,1160,Cotopaxi RE-3,54,192,0.281
2022-2023,23,GARFIELD,1180,Roaring Fork RE-1,1967,5799,0.339
2022-2023,23,GARFIELD,1195,Garfield Re-2,1378,4628,0.298
2022-2023,23,GARFIELD,1220,Garfield 16,493,1195,0.413
2022-2023,24,GILPIN,1330,Gilpin County RE-1,147,395,0.372
2022-2023,25,GRAND,1340,West Grand 1-JT,119,410,0.29
2022-2023,25,GRAND,1350,East Grand 2,204,1308,0.156
2022-2023,26,GUNNISON,1360,Gunnison Watershed RE1J,398,2073,0.192
2022-2023,27,HINSDALE,1380,Hinsdale County RE 1,27,72,0.375
2022-2023,28,HUERFANO,1390,Huerfano Re-1,288,507,0.568
2022-2023,28,HUERFANO,1400,La Veta Re-2,109,222,0.491
2022-2023,29,JACKSON,1410,North Park R-1,58,180,0.322
2022-2023,30,JEFFERSON,1420,Jefferson County R-1,21724,76680,0.283
2022-2023,31,KIOWA,1430,Eads RE-1,16,189,0.085
2022-2023,31,KIOWA,1440,Plainview RE-2,6,410,0.015
2022-2023,32,KIT CARSON,1450,Arriba-Flagler C-20,39,161,0.242
2022-2023,32,KIT CARSON,1460,Hi-Plains R-23,16,125,0.128
2022-2023,32,KIT CARSON,1480,Stratton R-4,11,210,0.052
2022-2023,32,KIT CARSON,1490,Bethune R-5,41,120,0.342
2022-2023,32,KIT CARSON,1500,Burlington RE-6J,207,739,0.28
2022-2023,33,LAKE,1510,Lake County R-1,164,941,0.174
2022-2023,34,LA PLATA,1520,Durango 9-R,1720,5663,0.304
2022-2023,34,LA PLATA,1530,Bayfield 10 Jt-R,480,1340,0.358
2022-2023,34,LA PLATA,1540,Ignacio 11 JT,281,672,0.418
2022-2023,35,LARIMER,1550,Poudre R-1,10418,28497,0.366
2022-2023,35,LARIMER,1560,Thompson R2-J,4431,15207,0.291
2022-2023,35,LARIMER,1570,Estes Park R-3,457,1068,0.428
2022-2023,36,LAS ANIMAS,1580,Trinidad 1,238,856,0.278
2022-2023,36,LAS ANIMAS,1590,Primero Reorganized 2,42,237,0.177
2022-2023,36,LAS ANIMAS,1600,Hoehne Reorganized 3,67,312,0.215
2022-2023,36,LAS ANIMAS,1620,Aguilar Reorganized 6,39,121,0.322
2022-2023,36,LAS ANIMAS,1750,Branson Reorganized 82,14,479,0.029
2022-2023,36,LAS ANIMAS,1760,Kim Reorganized 88,6,32,0.188
2022-2023,37,LINCOLN,1780,Genoa-Hugo C113,33,209,0.158
2022-2023,37,LINCOLN,1790,Limon RE-4J,111,477,0.233
2022-2023,37,LINCOLN,1810,Karval RE-23,4,36,0.111
2022-2023,38,LOGAN,1828,Valley RE-1,496,1924,0.258
2022-2023,38,LOGAN,1850,Frenchman RE-3,19,204,0.093
2022-2023,38,LOGAN,1860,Buffalo RE-4J,101,330,0.306
2022-2023,38,LOGAN,1870,Plateau RE-5,53,165,0.321
2022-2023,39,MESA,1980,De Beque 49JT,89,176,0.506
2022-2023,39,MESA,1990,Plateau Valley 50,107,340,0.315
2022-2023,39,MESA,2000,Mesa County Valley 51,7659,20916,0.366
2022-2023,40,MINERAL,2010,Creede School District,22,86,0.256
2022-2023,41,MOFFAT,2020,Moffat County RE: No 1,777,2071,0.375
2022-2023,42,MONTEZUMA,2035,Montezuma-Cortez RE-1,1253,2516,0.498
2022-2023,42,MONTEZUMA,2055,Dolores RE-4A,313,668,0.469
2022-2023,42,MONTEZUMA,2070,Mancos Re-6,129,484,0.267
2022-2023,43,MONTROSE,2180,Montrose County RE-1J,2057,5958,0.345
2022-2023,43,MONTROSE,2190,West End RE-2,129,257,0.502
2022-2023,44,MORGAN,2395,Brush RE-2(J),300,1341,0.224
2022-2023,44,MORGAN,2405,Fort Morgan Re-3,944,3329,0.284
2022-2023,44,MORGAN,2505,Weldon Valley RE-20(J),31,208,0.149
2022-2023,44,MORGAN,2515,Wiggins RE-50(J),139,820,0.17
2022-2023,45,OTERO,2520,East Otero R-1,524,1418,0.37
2022-2023,45,OTERO,2530,Rocky Ford R-2,330,688,0.48
2022-2023,45,OTERO,2535,Manzanola 3J,98,182,0.538
2022-2023,45,OTERO,2540,Fowler R-4J,128,378,0.339
2022-2023,45,OTERO,2560,Cheraw 31,80,222,0.36
2022-2023,45,OTERO,2570,Swink 33,98,336,0.292
2022-2023,46,OURAY,2580,Ouray R-1,112,168,0.667
2022-2023,46,OURAY,2590,Ridgway R-2,107,326,0.328
2022-2023,47,PARK,2600,Platte Canyon 1,176,751,0.234
2022-2023,47,PARK,2610,Park County RE-2,206,562,0.367
2022-2023,48,PHILLIPS,2620,Holyoke Re-1J,112,568,0.197
2022-2023,48,PHILLIPS,2630,Haxtun RE-2J,38,312,0.122
2022-2023,49,PITKIN,2640,Aspen 1,678,1605,0.422
2022-2023,50,PROWERS,2650,Granada RE-1,51,206,0.248
2022-2023,50,PROWERS,2660,Lamar Re-2,340,1456,0.234
2022-2023,50,PROWERS,2670,Holly RE-3,67,254,0.264
2022-2023,50,PROWERS,2680,Wiley RE-13 Jt,15,235,0.064
2022-2023,51,PUEBLO,2690,Pueblo City 60,6897,15037,0.459
2022-2023,51,PUEBLO,2700,Pueblo County 70,3398,10776,0.315
2022-2023,52,RIO BLANCO,2710,Meeker RE-1,117,696,0.168
2022-2023,52,RIO BLANCO,2720,Rangely RE-4,192,489,0.393
2022-2023,53,RIO GRANDE,2730,Upper Rio Grande School District C-7,119,408,0.292
2022-2023,53,RIO GRANDE,2740,Monte Vista C-8,276,1011,0.273
2022-2023,53,RIO GRANDE,2750,Sargent RE-33J,73,336,0.217
2022-2023,54,ROUTT,2760,Hayden RE-1,77,444,0.173
2022-2023,54,ROUTT,2770,Steamboat Springs RE-2,399,2680,0.149
2022-2023,54,ROUTT,2780,South Routt RE 3,87,328,0.265
2022-2023,55,SAGUACHE,2790,Mountain Valley RE 1,53,207,0.256
2022-2023,55,SAGUACHE,2800,Moffat 2,93,191,0.487
2022-2023,55,SAGUACHE,2810,Center 26 JT,132,579,0.228
2022-2023,56,SAN JUAN,2820,Silverton 1,26,80,0.325
2022-2023,57,SAN MIGUEL,2830,Telluride R-1,269,884,0.304
2022-2023,57,SAN MIGUEL,2840,Norwood R-2J,73,174,0.42
2022-2023,58,SEDGWICK,2862,Julesburg Re-1,195,632,0.309
2022-2023,58,SEDGWICK,2865,Revere School District,11,126,0.087
2022-2023,59,SUMMIT,3000,Summit RE-1,1835,3636,0.505
2022-2023,60,TELLER,3010,Cripple Creek-Victor RE-1,185,323,0.573
2022-2023,60,TELLER,3020,Woodland Park Re-2,590,2083,0.283
2022-2023,61,WASHINGTON,3030,Akron R-1,73,436,0.167
2022-2023,61,WASHINGTON,3040,Arickaree R-2,8,91,0.088
2022-2023,61,WASHINGTON,3050,Otis R-3,55,203,0.271
2022-2023,61,WASHINGTON,3060,Lone Star 101,1,129,0.008
2022-2023,61,WASHINGTON,3070,Woodlin R-104,21,77,0.273
2022-2023,62,WELD,3080,Weld County RE-1,537,1827,0.294
2022-2023,62,WELD,3085,Eaton RE-2,326,2025,0.161
2022-2023,62,WELD,3090,Weld County School District RE-3J,915,2731,0.335
2022-2023,62,WELD,3100,Weld RE-4,1714,8284,0.207
2022-2023,62,WELD,3110,Johnstown-Milliken RE-5J,929,3827,0.243
2022-2023,62,WELD,3120,Greeley 6,8832,23360,0.378
2022-2023,62,WELD,3130,Platte Valley RE-7,165,1138,0.145
2022-2023,62,WELD,3140,Weld Re-8 Schools,923,2494,0.37
2022-2023,62,WELD,3145,Ault-Highland RE-9,400,1062,0.377
2022-2023,62,WELD,3146,Briggsdale RE-10,36,167,0.216
2022-2023,62,WELD,3147,Prairie RE-11,12,180,0.067
2022-2023,62,WELD,3148,Pawnee RE-12,14,63,0.222
2022-2023,63,YUMA,3200,Yuma 1,244,853,0.286
2022-2023,63,YUMA,3210,Wray RD-2,189,707,0.267
2022-2023,63,YUMA,3220,Idalia RJ-3,6,156,0.038
2022-2023,63,YUMA,3230,Liberty J-4,3,57,0.053
