school_year,county_code,county_name,district_code,district_name,absentee_students,total_students,chronically_absent_rate
2019-2020,18,DOUGLAS,0900,Douglas County Re 1,13848,68786,0.20132003605384816
2019-2020,19,EAGLE,0910,Eagle County RE 50,665,7088,0.09382054176072235
2019-2020,20,ELBERT,0920,Elizabeth School District,252,2109,0.11948790896159317
2019-2020,20,ELBERT,0930,Kiowa C-2,53,275,0.19272727272727272
2019-2020,20,ELBERT,0940,Big Sandy 100J,74,269,0.275092936802974
2019-2020,20,ELBERT,0950,Elbert 200,65,273,0.23809523809523808
2019-2020,20,ELBERT,0960,Agate 300,4,34,0.11764705882352941
2019-2020,21,EL PASO,0970,Calhan RJ-1,98,508,0.19291338582677164
2019-2020,21,EL PASO,0980,Harrison 2,4010,12468,0.3216233557908245
2019-2020,21,EL PASO,0990,Widefield 3,2190,10352,0.2115533230293663
2019-2020,21,EL PASO,1000,Fountain 8,2047,9396,0.21785866326096212
2019-2020,21,EL PASO,1010,Colorado Springs 11,8606,26682,0.32253953976463534
2019-2020,21,EL PASO,1020,Cheyenne Mountain 12,555,5470,0.10146252285191956
2019-2020,21,EL PASO,1030,Manitou Springs 14,355,1530,0.23202614379084968
2019-2020,21,EL PASO,1040,Academy 20,3105,27377,0.11341637140665523
2019-2020,21,EL PASO,1050,Ellicott 22,400,1260,0.31746031746031744
2019-2020,21,EL PASO,1060,Peyton 23 Jt,55,522,0.1053639846743295
2019-2020,21,EL PASO,1070,Hanover 28,62,297,0.20875420875420875
2019-2020,21,EL PASO,1080,Lewis-Palmer 38,991,6895,0.14372733865119652
2019-2020,21,EL PASO,1110,District 49,3733,24624,0.15160006497725795
2019-2020,21,EL PASO,1120,Edison 54 JT,18,246,0.07317073170731707
2019-2020,21,EL PASO,1130,Miami/Yoder 60 JT,56,313,0.17891373801916932
2019-2020,22,FREMONT,1140,Canon City RE-1,431,3636,0.11853685368536854
2019-2020,22,FREMONT,1150,Fremont RE-2,1384,1402,0.9871611982881597
2019-2020,22,FREMONT,1160,Cotopaxi RE-3,42,246,0.17073170731707318
2019-2020,23,GARFIELD,1180,Roaring Fork RE-1,1549,5853,0.2646506065265676
2019-2020,23,GARFIELD,1195,Garfield Re-2,641,5037,0.12725828866388725
2019-2020,23,GARFIELD,1220,Garfield 16,344,1422,0.2419127988748242
2019-2020,24,GILPIN,1330,Gilpin County RE-1,104,512,0.203125
2019-2020,25,GRAND,1340,West Grand 1-JT,110,453,0.24282560706401765
2019-2020,25,GRAND,1350,East Grand 2,80,1385,0.05776173285198556
2019-2020,26,GUNNISON,1360,Gunnison Watershed RE1J,266,2152,0.12360594795539033
2019-2020,27,HINSDALE,1380,Hinsdale County RE 1,12,88,0.13636363636363635
2019-2020,28,HUERFANO,1390,Huerfano Re-1,181,550,0.3290909090909091
2019-2020,28,HUERFANO,1400,La Veta Re-2,59,223,0.2645739910313901
2019-2020,29,JACKSON,1410,North Park R-1,2,16,0.125
2019-2020,30,JEFFERSON,1420,Jefferson County R-1,20700,85785,0.24130092673544326
2019-2020,31,KIOWA,1430,Eads RE-1,6,212,0.02830188679245283
2019-2020,31,KIOWA,1440,Plainview RE-2,4,32,0.125
2019-2020,32,KIT CARSON,1450,Arriba-Flagler C-20,32,159,0.20125786163522014
2019-2020,32,KIT CARSON,1460,Hi-Plains R-23,12,139,0.08633093525179857
2019-2020,32,KIT CARSON,1480,Stratton R-4,17,245,0.06938775510204082
2019-2020,32,KIT CARSON,1490,Bethune R-5,4,118,0.03389830508474576
2019-2020,32,KIT CARSON,1500,Burlington RE-6J,77,807,0.09541511771995044
2019-2020,33,LAKE,1510,Lake County R-1,111,1165,0.09527896995708154
2019-2020,34,LA PLATA,1520,Durango 9-R,1796,5583,0.3216908472147591
2019-2020,34,LA PLATA,1530,Bayfield 10 Jt-R,224,1412,0.15864022662889518
2019-2020,34,LA PLATA,1540,Ignacio 11 JT,244,772,0.3160621761658031
2019-2020,35,LARIMER,1550,Poudre R-1,7065,30237,0.23365413235440025
2019-2020,35,LARIMER,1560,Thompson R2-J,4546,16593,0.27397095160609897
2019-2020,35,LARIMER,1570,Estes Park R-3,353,1209,0.2919768403639371
2019-2020,36,LAS ANIMAS,1580,Trinidad 1,15,869,0.01726121979286536
2019-2020,36,LAS ANIMAS,1590,Primero Reorganized 2,10,108,0.09259259259259259
2019-2020,36,LAS ANIMAS,1600,Hoehne Reorganized 3,68,378,0.17989417989417988
2019-2020,36,LAS ANIMAS,1620,Aguilar Reorganized 6,24,125,0.192
2019-2020,36,LAS ANIMAS,1750,Branson Reorganized 82,11,477,0.023060796645702306
2019-2020,36,LAS ANIMAS,1760,Kim Reorganized 88,10,51,0.19607843137254902
2019-2020,37,LINCOLN,1780,Genoa-Hugo C113,8,227,0.03524229074889868
2019-2020,37,LINCOLN,1790,Limon RE-4J,76,480,0.15833333333333333
2019-2020,37,LINCOLN,1810,Karval RE-23,2,57,0.03508771929824561
2019-2020,38,LOGAN,1828,Valley RE-1,516,2385,0.21635220125786164
2019-2020,38,LOGAN,1850,Frenchman RE-3,4,213,0.018779342723004695
2019-2020,38,LOGAN,1860,Buffalo RE-4J,22,307,0.07166123778501629
2019-2020,38,LOGAN,1870,Plateau RE-5,11,170,0.06470588235294118
2019-2020,39,MESA,1980,De Beque 49JT,46,171,0.26900584795321636
2019-2020,39,MESA,1990,Plateau Valley 50,90,488,0.18442622950819673
2019-2020,39,MESA,2000,Mesa County Valley 51,3864,22760,0.16977152899824252
2019-2020,40,MINERAL,2010,Creede School District,51,94,0.5425531914893617
2019-2020,41,MOFFAT,2020,Moffat County RE: No 1,437,2320,0.18836206896551724
2019-2020,42,MONTEZUMA,2035,Montezuma-Cortez RE-1,801,2937,0.2727272727272727
2019-2020,42,MONTEZUMA,2055,Dolores RE-4A,136,661,0.20574886535552195
2019-2020,42,MONTEZUMA,2070,Mancos Re-6,53,536,0.09888059701492537
2019-2020,43,MONTROSE,2180,Montrose County RE-1J,1659,6414,0.2586529466791394
2019-2020,43,MONTROSE,2190,West End RE-2,64,295,0.21694915254237288
2019-2020,44,MORGAN,2395,Brush RE-2(J),304,1470,0.20680272108843537
2019-2020,44,MORGAN,2405,Fort Morgan Re-3,856,3586,0.23870607919687675
2019-2020,44,MORGAN,2505,Weldon Valley RE-20(J),46,204,0.22549019607843138
2019-2020,44,MORGAN,2515,Wiggins RE-50(J),74,682,0.10850439882697947
2019-2020,45,OTERO,2520,East Otero R-1,381,1145,0.3327510917030568
2019-2020,45,OTERO,2530,Rocky Ford R-2,76,822,0.09245742092457421
2019-2020,45,OTERO,2535,Manzanola 3J,31,174,0.1781609195402299
2019-2020,45,OTERO,2540,Fowler R-4J,42,374,0.11229946524064172
2019-2020,45,OTERO,2560,Cheraw 31,10,197,0.050761421319796954
2019-2020,45,OTERO,2570,Swink 33,24,330,0.07272727272727272
2019-2020,46,OURAY,2580,Ouray R-1,27,149,0.18120805369127516
2019-2020,46,OURAY,2590,Ridgway R-2,26,363,0.07162534435261708
2019-2020,47,PARK,2600,Platte Canyon 1,216,929,0.232508073196986
2019-2020,47,PARK,2610,Park County RE-2,134,743,0.180349932705249
2019-2020,48,PHILLIPS,2620,Holyoke Re-1J,88,630,0.13968253968253969
2019-2020,48,PHILLIPS,2630,Haxtun RE-2J,16,369,0.04336043360433604
2019-2020,49,PITKIN,2640,Aspen 1,428,1694,0.2526564344746163
2019-2020,50,PROWERS,2650,Granada RE-1,24,202,0.1188118811881188
2019-2020,50,PROWERS,2660,Lamar Re-2,267,1569,0.1701720841300191
2019-2020,50,PROWERS,2670,Holly RE-3,46,318,0.14465408805031446
2019-2020,50,PROWERS,2680,Wiley RE-13 Jt,4,240,0.016666666666666666
2019-2020,51,PUEBLO,2690,Pueblo City 60,6452,16603,0.3886044690718545
2019-2020,51,PUEBLO,2700,Pueblo County 70,1283,10968,0.11697665937272064
2019-2020,52,RIO BLANCO,2710,Meeker RE-1,91,792,0.1148989898989899
2019-2020,52,RIO BLANCO,2720,Rangely RE-4,120,542,0.22140221402214022
2019-2020,53,RIO GRANDE,2730,Upper Rio Grande School District C-7,85,445,0.19101123595505617
2019-2020,53,RIO GRANDE,2740,Monte Vista C-8,340,1214,0.2800658978583196
2019-2020,53,RIO GRANDE,2750,Sargent RE-33J,51,370,0.13783783783783785
2019-2020,54,ROUTT,2760,Hayden RE-1,15,325,0.046153846153846156
2019-2020,54,ROUTT,2770,Steamboat Springs RE-2,361,2657,0.13586751975912684
2019-2020,54,ROUTT,2780,South Routt RE 3,70,338,0.20710059171597633
2019-2020,55,SAGUACHE,2790,Mountain Valley RE 1,25,178,0.1404494382022472
2019-2020,55,SAGUACHE,2800,Moffat 2,81,259,0.3127413127413127
2019-2020,55,SAGUACHE,2810,Center 26 JT,72,656,0.10975609756097561
2019-2020,56,SAN JUAN,2820,Silverton 1,6,81,0.07407407407407407
2019-2020,57,SAN MIGUEL,2830,Telluride R-1,106,917,0.11559432933478735
2019-2020,57,SAN MIGUEL,2840,Norwood R-2J,32,210,0.1523809523809524
2019-2020,58,SEDGWICK,2862,Julesburg Re-1,167,802,0.2082294264339152
2019-2020,58,SEDGWICK,2865,Revere School District,7,146,0.04794520547945205
2019-2020,59,SUMMIT,3000,Summit RE-1,970,3699,0.2622330359556637
2019-2020,60,TELLER,3010,Cripple Creek-Victor RE-1,82,427,0.1920374707259953
2019-2020,60,TELLER,3020,Woodland Park Re-2,747,2383,0.31347041544271925
2019-2020,61,WASHINGTON,3030,Akron R-1,80,391,0.20460358056265984
2019-2020,61,WASHINGTON,3040,Arickaree R-2,6,115,0.05217391304347826
2019-2020,61,WASHINGTON,3050,Otis R-3,48,198,0.24242424242424243
2019-2020,61,WASHINGTON,3060,Lone Star 101,0,133,0
2019-2020,61,WASHINGTON,3070,Woodlin R-104,22,92,0.2391304347826087
2019-2020,62,WELD,3080,Weld County RE-1,491,2013,0.24391455538996523
2019-2020,62,WELD,3085,Eaton RE-2,321,2020,0.1589108910891089
2019-2020,62,WELD,3090,Weld County School District RE-3J,410,2854,0.14365802382620882
2019-2020,62,WELD,3100,Windsor RE-4,1116,7646,0.14595867120062778
2019-2020,62,WELD,3110,Johnstown-Milliken RE-5J,766,3648,0.2099780701754386
2019-2020,62,WELD,3120,Greeley 6,8054,23316,0.34542803225253044
2019-2020,62,WELD,3130,Platte Valley RE-7,160,1124,0.1423487544483986
2019-2020,62,WELD,3140,Weld Re-8 Schools,434,2548,0.17032967032967034
2019-2020,62,WELD,3145,Ault-Highland RE-9,288,994,0.289738430583501
2019-2020,62,WELD,3146,Briggsdale RE-10,13,190,0.06842105263157895
2019-2020,62,WELD,3147,Prairie RE-11,3,219,0.0136986301369863
2019-2020,62,WELD,3148,Pawnee RE-12,16,82,0.1951219512195122
2019-2020,63,YUMA,3200,Yuma 1,63,940,0.06702127659574468
2019-2020,63,YUMA,3210,Wray RD-2,122,776,0.15721649484536082
2019-2020,63,YUMA,3220,Idalia RJ-3,79,79,1
2019-2020,63,YUMA,3230,Liberty J-4,3,68,0.04411764705882353
