school_year,county_code,county_name,district_code,district_name,absentee_students,total_students,chronically_absent_rate
2017-2018,27,HINSDALE,1380,HINSDALE COUNTY RE 1,28,85,0.32941176470588235
2017-2018,28,HUERFANO,1390,HUERFANO RE-1,199,520,0.38269230769230766
2017-2018,28,HUERFANO,1400,LA VETA RE-2,57,210,0.2714285714285714
2017-2018,29,JACKSON,1410,NORTH PARK R-1,33,163,0.20245398773006135
2017-2018,30,JEFFERSON,1420,JEFFERSON COUNTY R-1,20835,83144,0.2505893389781584
2017-2018,31,KIOWA,1430,EADS RE-1,12,161,0.07453416149068323
2017-2018,31,KIOWA,1440,PLAINVIEW RE-2,0,44,0
2017-2018,32,KIT CARSON,1450,ARRIBA-FLAGLER C-20,50,157,0.3184713375796178
2017-2018,32,KIT CARSON,1460,HI-PLAINS R-23,0,94,0
2017-2018,32,KIT CARSON,1480,STRATTON R-4,20,199,0.10050251256281408
2017-2018,32,KIT CARSON,1490,BETHUNE R-5,17,105,0.1619047619047619
2017-2018,32,KIT CARSON,1500,BURLINGTON RE-6J,246,719,0.34214186369958277
2017-2018,33,LAKE,1510,LAKE COUNTY R-1,114,940,0.12127659574468085
2017-2018,34,LA PLATA,1520,DURANGO 9-R,1059,5077,0.2085877486704747
2017-2018,34,LA PLATA,1530,BAYFIELD 10 JT-R,167,1341,0.12453392990305742
2017-2018,34,LA PLATA,1540,IGNACIO 11 JT,265,786,0.3371501272264631
2017-2018,35,LARIMER,1550,POUDRE R-1,6128,29190,0.20993490921548474
2017-2018,35,LARIMER,1560,THOMPSON R2-J,4370,15717,0.27804288350194056
2017-2018,35,LARIMER,1570,ESTES PARK R-3,251,1103,0.22756119673617406
2017-2018,36,LAS ANIMAS,1580,TRINIDAD 1,149,982,0.15173116089613034
2017-2018,36,LAS ANIMAS,1590,PRIMERO REORGANIZED 2,13,180,0.07222222222222222
2017-2018,36,LAS ANIMAS,1600,HOEHNE REORGANIZED 3,123,359,0.3426183844011142
2017-2018,36,LAS ANIMAS,1620,AGUILAR REORGANIZED 6,47,109,0.43119266055045874
2017-2018,36,LAS ANIMAS,1750,BRANSON REORGANIZED 82,12,462,0.025974025974025976
2017-2018,36,LAS ANIMAS,1760,KIM REORGANIZED 88,9,51,0.17647058823529413
2017-2018,37,LINCOLN,1780,GENOA-HUGO C113,24,166,0.14457831325301204
2017-2018,37,LINCOLN,1790,LIMON RE-4J,57,476,0.11974789915966387
2017-2018,37,LINCOLN,1810,KARVAL RE-23,4,38,0.10526315789473684
2017-2018,38,LOGAN,1828,VALLEY RE-1,331,2107,0.1570953962980541
2017-2018,38,LOGAN,1850,FRENCHMAN RE-3,3,171,0.017543859649122806
2017-2018,38,LOGAN,1860,BUFFALO RE-4J,54,301,0.17940199335548174
2017-2018,38,LOGAN,1870,PLATEAU RE-5,10,152,0.06578947368421052
2017-2018,39,MESA,1980,DE BEQUE 49JT,16,147,0.10884353741496598
2017-2018,39,MESA,1990,PLATEAU VALLEY 50,91,437,0.20823798627002288
2017-2018,39,MESA,2000,MESA COUNTY VALLEY 51,5932,21276,0.2788118067305885
2017-2018,40,MINERAL,2010,CREEDE SCHOOL DISTRICT,28,80,0.35
2017-2018,41,MOFFAT,2020,MOFFAT COUNTY RE:NO 1,714,2050,0.34829268292682924
2017-2018,42,MONTEZUMA,2035,MONTEZUMA-CORTEZ RE-1,1108,2686,0.41250930752047654
2017-2018,42,MONTEZUMA,2055,DOLORES RE-4A,164,684,0.23976608187134502
2017-2018,42,MONTEZUMA,2070,MANCOS RE-6,110,453,0.24282560706401765
2017-2018,43,MONTROSE,2180,MONTROSE COUNTY RE-1J,2368,5975,0.39631799163179915
2017-2018,43,MONTROSE,2190,WEST END RE-2,122,276,0.4420289855072464
2017-2018,44,MORGAN,2395,BRUSH RE-2(J),164,1428,0.11484593837535013
2017-2018,44,MORGAN,2405,FORT MORGAN RE-3,773,3090,0.25016181229773465
2017-2018,44,MORGAN,2505,WELDON VALLEY RE-20(J),65,208,0.3125
2017-2018,44,MORGAN,2515,WIGGINS RE-50(J),48,547,0.08775137111517367
2017-2018,45,OTERO,2520,EAST OTERO R-1,344,1423,0.24174279690794098
2017-2018,45,OTERO,2530,ROCKY FORD R-2,193,796,0.24246231155778894
2017-2018,45,OTERO,2535,MANZANOLA 3J,28,136,0.20588235294117646
2017-2018,45,OTERO,2540,FOWLER R-4J,49,383,0.1279373368146214
2017-2018,45,OTERO,2560,CHERAW 31,17,192,0.08854166666666667
2017-2018,45,OTERO,2570,SWINK 33,53,372,0.1424731182795699
2017-2018,46,OURAY,2580,OURAY R-1,85,155,0.5483870967741935
2017-2018,46,OURAY,2590,RIDGWAY R-2,80,325,0.24615384615384617
2017-2018,47,PARK,2600,PLATTE CANYON 1,132,842,0.15676959619952494
2017-2018,47,PARK,2610,PARK COUNTY RE-2,252,660,0.38181818181818183
2017-2018,48,PHILLIPS,2620,HOLYOKE RE-1J,177,583,0.30360205831903947
2017-2018,48,PHILLIPS,2630,HAXTUN RE-2J,21,311,0.06752411575562701
2017-2018,49,PITKIN,2640,ASPEN 1,441,1652,0.2669491525423729
2017-2018,50,PROWERS,2650,GRANADA RE-1,26,195,0.13333333333333333
2017-2018,50,PROWERS,2660,LAMAR RE-2,390,1459,0.2673063742289239
2017-2018,50,PROWERS,2670,HOLLY RE-3,43,283,0.1519434628975265
2017-2018,50,PROWERS,2680,WILEY RE-13 JT,16,226,0.07079646017699115
2017-2018,51,PUEBLO,2690,PUEBLO CITY 60,6127,16051,0.3817207650613669
2017-2018,51,PUEBLO,2700,PUEBLO COUNTY 70,1992,9557,0.20843360887307733
2017-2018,52,RIO BLANCO,2710,MEEKER RE1,226,694,0.3256484149855908
2017-2018,52,RIO BLANCO,2720,RANGELY RE-4,117,483,0.2422360248447205
2017-2018,53,RIO GRANDE,2730,DEL NORTE C-7,179,411,0.43552311435523117
2017-2018,53,RIO GRANDE,2740,MONTE VISTA C-8,158,1080,0.14629629629629629
2017-2018,53,RIO GRANDE,2750,SARGENT RE-33J,62,370,0.16756756756756758
2017-2018,54,ROUTT,2760,HAYDEN RE-1,59,408,0.14460784313725492
2017-2018,54,ROUTT,2770,STEAMBOAT SPRINGS RE-2,694,2624,0.26448170731707316
2017-2018,54,ROUTT,2780,SOUTH ROUTT RE 3,83,327,0.25382262996941896
2017-2018,55,SAGUACHE,2790,MOUNTAIN VALLEY RE 1,32,113,0.2831858407079646
2017-2018,55,SAGUACHE,2800,MOFFAT 2,36,218,0.1651376146788991
2017-2018,55,SAGUACHE,2810,CENTER 26 JT,183,585,0.3128205128205128
2017-2018,56,SAN JUAN,2820,SILVERTON 1,0,62,0
2017-2018,57,SAN MIGUEL,2830,TELLURIDE R-1,167,902,0.18514412416851442
2017-2018,57,SAN MIGUEL,2840,NORWOOD R-2J,29,219,0.1324200913242009
2017-2018,58,SEDGWICK,2862,JULESBURG RE-1,157,494,0.31781376518218624
2017-2018,58,SEDGWICK,2865,REVERE SCHOOL DISTRICT,9,117,0.07692307692307693
2017-2018,59,SUMMIT,3000,SUMMIT RE-1,968,3444,0.281068524970964
2017-2018,60,TELLER,3010,CRIPPLE CREEK-VICTOR RE-1,106,338,0.3136094674556213
2017-2018,60,TELLER,3020,WOODLAND PARK RE-2,610,2387,0.25555090071219105
2017-2018,61,WASHINGTON,3030,AKRON R-1,40,358,0.11173184357541899
2017-2018,61,WASHINGTON,3040,ARICKAREE R-2,10,90,0.1111111111111111
2017-2018,61,WASHINGTON,3050,OTIS R-3,29,227,0.1277533039647577
2017-2018,61,WASHINGTON,3060,LONE STAR 101,3,119,0.025210084033613446
2017-2018,61,WASHINGTON,3070,WOODLIN R-104,30,91,0.32967032967032966
2017-2018,62,WELD,3080,WELD COUNTY RE-1,425,1816,0.23403083700440527
2017-2018,62,WELD,3085,EATON RE-2,138,1913,0.07213800313643493
2017-2018,62,WELD,3090,WELD COUNTY SCHOOL DISTRICT RE-3J,783,2297,0.34087940792337834
2017-2018,62,WELD,3100,WINDSOR RE-4,456,6121,0.07449763110602843
2017-2018,62,WELD,3110,JOHNSTOWN-MILLIKEN RE-5J,695,3756,0.18503727369542067
2017-2018,62,WELD,3120,GREELEY 6,7517,22219,0.338314055538053
2017-2018,62,WELD,3130,PLATTE VALLEY RE-7,226,1095,0.20639269406392693
2017-2018,62,WELD,3140,WELD COUNTY S/D RE-8,535,2252,0.23756660746003552
2017-2018,62,WELD,3145,AULT-HIGHLAND RE-9,158,912,0.17324561403508773
2017-2018,62,WELD,3146,BRIGGSDALE RE-10,27,161,0.16770186335403728
2017-2018,62,WELD,3147,PRAIRIE RE-11,55,195,0.28205128205128205
2017-2018,62,WELD,3148,PAWNEE RE-12,10,78,0.1282051282051282
2017-2018,63,YUMA,3200,YUMA 1,146,771,0.1893644617380026
2017-2018,63,YUMA,3210,WRAY RD-2,95,670,0.1417910447761194
2017-2018,63,YUMA,3220,IDALIA RJ-3,13,201,0.06467661691542288
2017-2018,63,YUMA,3230,LIBERTY J-4,6,59,0.1016949152542373
